Trade_ID,Date,Bar_Number,Strategy_State,Ticker,Decision,Decision_Reason,Indicator_EMA_100,Indicator_MACD_Line,Indicator_Price,Indicator_Signal_Line,Indicator_VIX,Threshold_ATR_Stop_Multiplier,Threshold_EMA_Period,Threshold_Risk_Per_Trade,Threshold_VIX_Kill_Switch,Order_Type,Shares,Fill_Price,Position_Value,Slippage,Commission,Portfolio_Value_Before,Portfolio_Value_After,Cash_Before,Cash_After,Allocation_Before,Allocation_After,Cumulative_Return_Pct
12,2020-09-02 22:00:00,682,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(287.41) > EMA(251.75), MACD(8.4550) > 0, VIX(33.60) > 30.0",251.7467704942756,8.455018880264731,287.41,7.803829677500452,33.6,2.0,100.0,0.025,30.0,MARKET,739,43.5888675,32212.1730825,0.0,0.0,119172.9016525,119140.657235,86928.4841525,119140.657235,"CASH: 72.9%, TQQQ: 27.1%",CASH: 100.0%,19.140657235
13,2020-09-08 22:00:00,694,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(277.88) > EMA(252.47), MACD(4.3442) > 0, VIX(28.81) <= 30.0",252.47136580759945,4.344156473940359,277.88,6.666275492335988,28.81,2.0,100.0,0.025,30.0,MARKET,439,30.435405,13361.142795,0.0,0.0,119140.657235,119127.30944,119140.657235,105779.51444,CASH: 100.0%,"CASH: 88.8%, TQQQ: 11.2%",19.12730944
14,2020-09-16 22:00:00,718,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(270.32) > EMA(257.85), MACD(-0.0958) <= 0, VIX(26.46) <= 30.0",257.854200291495,-0.09584647903830046,270.32,2.456224938368573,26.46,2.0,100.0,0.025,30.0,MARKET,439,31.7207475,13925.4081525,0.0,0.0,119718.86194,119704.9225925,105779.51444,119704.9225925,"CASH: 88.4%, TQQQ: 11.6%",CASH: 100.0%,19.7049225925
15,2020-10-04 22:00:00,766,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(280.16) > EMA(261.91), MACD(0.1665) > 0, VIX(27.96) <= 30.0",261.9142310346588,0.1664686255954848,280.16,-0.6310475465576942,27.96,2.0,100.0,0.025,30.0,MARKET,702,31.4639325,22087.680615,0.0,0.0,119704.9225925,119682.8569775,119704.9225925,97617.2419775,CASH: 100.0%,"CASH: 81.6%, TQQQ: 18.4%",19.6828569775
16,2020-10-25 22:00:00,826,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(280.47) > EMA(269.06), MACD(1.8953) > 0, VIX(32.46) > 30.0",269.0574081433059,1.8953025761832691,280.47,2.6045856906908322,32.46,2.0,100.0,0.025,30.0,MARKET,702,34.790175,24422.70285,0.0,0.0,122064.3919775,122039.9448275,97617.2419775,122039.9448275,"CASH: 80.0%, TQQQ: 20.0%",CASH: 100.0%,22.0399448275
17,2020-11-04 22:00:00,858,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(294.39) > EMA(271.27), MACD(0.4323) > 0, VIX(27.58) <= 30.0",271.26986617625073,0.4323287753608156,294.39,0.016352238505851973,27.58,2.0,100.0,0.025,30.0,MARKET,584,35.05502,20472.13168,0.0,0.0,122039.9448275,122019.4931475,122039.9448275,101567.8131475,CASH: 100.0%,"CASH: 83.2%, TQQQ: 16.8%",22.0194931475
18,2021-01-26 22:00:00,1078,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(319.43) > EMA(299.85), MACD(4.9942) > 0, VIX(37.21) > 30.0",299.8513398768748,4.994207003942108,319.43,4.614305041947268,37.21,2.0,100.0,0.025,30.0,MARKET,584,51.65829,30168.44136,0.0,0.0,131766.4531475,131736.2545075,101567.8131475,131736.2545075,"CASH: 77.1%, TQQQ: 22.9%",CASH: 100.0%,31.7362545075
19,2021-02-01 22:00:00,1094,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(327.68) > EMA(302.83), MACD(4.0370) > 0, VIX(25.56) <= 30.0",302.82846851944277,4.037036462323215,327.68,4.256283419370948,25.56,2.0,100.0,0.025,30.0,MARKET,586,48.60856,28484.61616,0.0,0.0,131736.2545075,131707.7983475,131736.2545075,103251.6383475,CASH: 100.0%,"CASH: 78.4%, TQQQ: 21.6%",31.7077983475
20,2021-02-25 22:00:00,1162,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(314.14) > EMA(307.76), MACD(-0.2121) <= 0, VIX(27.95) <= 30.0",307.75797836656545,-0.2120733628176481,314.14,2.6292809851174095,27.95,2.0,100.0,0.025,30.0,MARKET,586,43.90605,25728.9453,0.0,0.0,129006.3383475,128980.5836475,103251.6383475,128980.5836475,"CASH: 80.0%, TQQQ: 20.0%",CASH: 100.0%,28.9805836475
21,2021-04-04 22:00:00,1262,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(331.05) > EMA(311.79), MACD(1.0245) > 0, VIX(17.91) <= 30.0",311.7856492389996,1.0244759942863766,331.05,-0.7198077598220094,17.91,2.0,100.0,0.025,30.0,MARKET,676,47.99795,32446.6142,0.0,0.0,128980.5836475,128948.1694475,128980.5836475,96533.9694475,CASH: 100.0%,"CASH: 74.9%, TQQQ: 25.1%",28.9481694475
22,2021-05-10 22:00:00,1365,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(325.31) > EMA(323.63), MACD(-0.0598) <= 0, VIX(21.84) <= 30.0",323.631654252905,-0.05981519280692282,325.31,2.017547660164467,21.84,2.0,100.0,0.025,30.0,MARKET,676,47.952,32415.552,0.0,0.0,128981.9694475,128949.5214475,96533.9694475,128949.5214475,"CASH: 74.8%, TQQQ: 25.2%",CASH: 100.0%,28.9495214475
23,2021-05-26 22:00:00,1412,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(332.88) > EMA(325.00), MACD(0.0857) > 0, VIX(16.56) <= 30.0",325.0027928329424,0.0857172612157342,332.88,-0.8266403917225965,16.56,2.0,100.0,0.025,30.0,MARKET,711,51.4514,36581.9454,0.0,0.0,128949.5214475,128912.9760475,128949.5214475,92367.5760475,CASH: 100.0%,"CASH: 71.7%, TQQQ: 28.3%",28.9129760475
24,2021-09-26 22:00:00,1748,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(370.35) > EMA(360.66), MACD(-0.1372) <= 0, VIX(18.76) <= 30.0",360.65525701408876,-0.13720166631748043,370.35,1.0126028158790883,18.76,2.0,100.0,0.025,30.0,MARKET,711,70.824105,50355.938655,0.0,0.0,142773.9210475,142723.5147025,92367.5760475,142723.5147025,"CASH: 64.7%, TQQQ: 35.3%",CASH: 100.0%,42.7235147025
25,2021-10-19 22:00:00,1816,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(374.98) > EMA(360.30), MACD(0.5445) > 0, VIX(15.49) <= 30.0",360.2988582735615,0.5445416972241901,374.98,-1.5957234993914964,15.49,2.0,100.0,0.025,30.0,MARKET,703,71.496425,50261.986775,0.0,0.0,142723.5147025,142673.3029275,142723.5147025,92461.5279275,CASH: 100.0%,"CASH: 64.8%, TQQQ: 35.2%",42.6733029275
26,2021-11-30 22:00:00,1932,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(387.12) > EMA(377.04), MACD(3.4071) > 0, VIX(31.12) > 30.0",377.04396034135465,3.407109837051337,387.12,5.202154873026468,31.12,2.0,100.0,0.025,30.0,MARKET,703,81.663255,57409.268265,0.0,0.0,149928.2629275,149870.7961925,92461.5279275,149870.7961925,"CASH: 61.7%, TQQQ: 38.3%",CASH: 100.0%,49.8707961925
27,2021-12-01 22:00:00,1936,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(389.91) > EMA(377.44), MACD(2.7690) > 0, VIX(27.95) <= 30.0",377.44055104564006,2.7689755405154983,389.91,4.715176599297822,27.95,2.0,100.0,0.025,30.0,MARKET,364,77.62755,28256.4282,0.0,0.0,149870.7961925,149842.5679925,149870.7961925,121614.3679925,CASH: 100.0%,"CASH: 81.2%, TQQQ: 18.8%",49.8425679925
28,2021-12-02 22:00:00,1940,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(383.13) > EMA(377.49), MACD(1.6969) > 0, VIX(30.67) > 30.0",377.49116818291174,1.6969487517135917,383.13,4.11168083294248,30.67,2.0,100.0,0.025,30.0,MARKET,364,78.93099,28730.88036,0.0,0.0,150374.0079925,150345.2483525,121614.3679925,150345.2483525,"CASH: 80.9%, TQQQ: 19.1%",CASH: 100.0%,50.3452483525
29,2021-12-05 22:00:00,1944,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(386.20) > EMA(377.68), MACD(1.0825) > 0, VIX(27.18) <= 30.0",377.67913160266676,1.0824743131965988,386.2,3.5058020782029113,27.18,2.0,100.0,0.025,30.0,MARKET,354,75.11504,26590.72416,0.0,0.0,150345.2483525,150318.6841925,150345.2483525,123754.5241925,CASH: 100.0%,"CASH: 82.3%, TQQQ: 17.7%",50.3186841925
30,2021-12-19 22:00:00,1984,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(380.69) > EMA(380.42), MACD(-0.7704) <= 0, VIX(22.87) <= 30.0",380.4244257407037,-0.7703747419242291,380.69,0.9851357951747748,22.87,2.0,100.0,0.025,30.0,MARKET,354,75.3246,26664.9084,0.0,0.0,150446.1241925,150419.4325925,123754.5241925,150419.4325925,"CASH: 82.3%, TQQQ: 17.7%",CASH: 100.0%,50.4194325925
31,2021-12-22 22:00:00,1996,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(396.92) > EMA(381.62), MACD(0.1892) > 0, VIX(17.96) <= 30.0",381.623188844595,0.18924452364012723,396.92,0.386276428740298,17.96,2.0,100.0,0.025,30.0,MARKET,376,80.90082,30418.70832,0.0,0.0,150419.4325925,150389.0442725,150419.4325925,120000.7242725,CASH: 100.0%,"CASH: 79.8%, TQQQ: 20.2%",50.3890442725
32,2022-01-04 22:00:00,2028,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(384.29) <= EMA(384.35), MACD(1.1007) > 0, VIX(19.73) <= 30.0",384.3478484147982,1.100746838998134,384.29,1.6942714644896846,19.73,2.0,100.0,0.025,30.0,MARKET,376,82.15776,30891.31776,0.0,0.0,150922.9642725,150892.0420325,120000.7242725,150892.0420325,"CASH: 79.5%, TQQQ: 20.5%",CASH: 100.0%,50.8920420325
33,2022-03-27 22:00:00,2252,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(364.91) > EMA(361.73), MACD(3.1862) > 0, VIX(19.63) <= 30.0",361.7305507410638,3.1862109346947705,364.91,-1.0204473238471157,19.63,2.0,100.0,0.025,30.0,MARKET,485,56.98693,27638.66105,0.0,0.0,150892.0420325,150864.4309825,150892.0420325,123253.3809825,CASH: 100.0%,"CASH: 81.7%, TQQQ: 18.3%",50.8644309825
34,2022-03-31 22:00:00,2268,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(361.85) <= EMA(362.48), MACD(5.4397) > 0, VIX(19.63) <= 30.0",362.4762852063064,5.4397498518074485,361.85,2.689876657154801,19.63,2.0,100.0,0.025,30.0,MARKET,485,58.12182,28189.0827,0.0,0.0,151470.6809825,151442.4636825,123253.3809825,151442.4636825,"CASH: 81.4%, TQQQ: 18.6%",CASH: 100.0%,51.4424636825
35,2022-04-03 22:00:00,2272,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(369.30) > EMA(362.71), MACD(5.9662) > 0, VIX(18.57) <= 30.0",362.7089079002231,5.966162011987251,369.3,3.3448983231530263,18.57,2.0,100.0,0.025,30.0,MARKET,594,57.98793,34444.83042,0.0,0.0,151442.4636825,151408.0532625,151442.4636825,116997.6332625,CASH: 100.0%,"CASH: 77.3%, TQQQ: 22.7%",51.4080532625
36,2022-04-04 22:00:00,2276,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(361.10) <= EMA(363.14), MACD(5.6557) > 0, VIX(21.03) <= 30.0",363.1446033754471,5.6557399272540465,361.1,3.8059377701483275,21.03,2.0,100.0,0.025,30.0,MARKET,594,61.48845,36524.1393,0.0,0.0,153558.3332625,153521.7725625,116997.6332625,153521.7725625,"CASH: 76.2%, TQQQ: 23.8%",CASH: 100.0%,53.5217725625
37,2022-07-27 22:00:00,2588,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(309.81) > EMA(308.54), MACD(3.5844) > 0, VIX(22.33) <= 30.0",308.54206412876334,3.584440141112111,309.81,1.5736643947447926,22.33,2.0,100.0,0.025,30.0,MARKET,879,30.77074,27047.48046,0.0,0.0,153521.7725625,153494.7521025,153521.7725625,126474.2921025,CASH: 100.0%,"CASH: 82.4%, TQQQ: 17.6%",53.4947521025
38,2022-08-25 22:00:00,2672,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(307.44) <= EMA(314.80), MACD(2.7142) > 0, VIX(25.56) <= 30.0",314.8042613393632,2.714194814726227,307.44,5.481625209894983,25.56,2.0,100.0,0.025,30.0,MARKET,879,34.39557,30233.70603,0.0,0.0,156738.2621025,156707.9981325,126474.2921025,156707.9981325,"CASH: 80.7%, TQQQ: 19.3%",CASH: 100.0%,56.7079981325
39,2022-11-14 22:00:00,2896,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(289.39) > EMA(285.56), MACD(1.3545) > 0, VIX(24.54) <= 30.0",285.55606441888864,1.3545415182239822,289.39,-1.312795185695135,24.54,2.0,100.0,0.025,30.0,MARKET,1164,22.09207,25715.16948,0.0,0.0,156707.9981325,156682.3086525,156707.9981325,130992.8286525,CASH: 100.0%,"CASH: 83.6%, TQQQ: 16.4%",56.6823086525
40,2022-11-17 22:00:00,2908,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(284.82) <= EMA(284.91), MACD(2.4342) > 0, VIX(23.12) <= 30.0",284.9128470468601,2.434169145107944,284.82,0.40664361548610123,23.12,2.0,100.0,0.025,30.0,MARKET,1164,21.83814,25419.59496,0.0,0.0,156437.8686525,156412.4236125,130992.8286525,156412.4236125,"CASH: 83.7%, TQQQ: 16.3%",CASH: 100.0%,56.4124236125
41,2022-11-21 22:00:00,2916,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(285.95) > EMA(284.00), MACD(2.5944) > 0, VIX(21.29) <= 30.0",284.0011970667812,2.5943636984039813,285.95,1.1581230533482099,21.29,2.0,100.0,0.025,30.0,MARKET,1306,21.20118,27688.74108,0.0,0.0,156412.4236125,156384.7625325,156412.4236125,128723.6825325,CASH: 100.0%,"CASH: 82.3%, TQQQ: 17.7%",56.3847625325
42,2022-11-27 22:00:00,2928,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(282.71) <= EMA(285.22), MACD(2.8119) > 0, VIX(22.21) <= 30.0",285.2227783889743,2.8119104727503554,282.71,2.0292366832854833,22.21,2.0,100.0,0.025,30.0,MARKET,1306,22.23774,29042.48844,0.0,0.0,157795.2425325,157766.1709725,128723.6825325,157766.1709725,"CASH: 81.6%, TQQQ: 18.4%",CASH: 100.0%,57.7661709725
43,2022-11-29 22:00:00,2936,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(293.36) > EMA(286.11), MACD(3.0502) > 0, VIX(20.58) <= 30.0",286.1142308928194,3.050167553465201,293.36,2.2892261984683366,20.58,2.0,100.0,0.025,30.0,MARKET,1617,20.79077,33618.67509,0.0,0.0,157766.1709725,157732.5858825,157766.1709725,124147.4958825,CASH: 100.0%,"CASH: 78.7%, TQQQ: 21.3%",57.7325858825
44,2022-12-05 22:00:00,2952,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(281.68) <= EMA(285.24), MACD(2.9138) > 0, VIX(22.17) <= 30.0",285.24100069578213,2.913825919478313,281.68,2.954676597793527,22.17,2.0,100.0,0.025,30.0,MARKET,1617,22.20777,35909.96409,0.0,0.0,160093.4058825,160057.4599725,124147.4958825,160057.4599725,"CASH: 77.5%, TQQQ: 22.5%",CASH: 100.0%,60.0574599725
45,2022-12-12 22:00:00,2972,IN: Price > EMA AND MACD > 0 AND VIX calm,TQQQ,BUY,"Price(288.65) > EMA(285.83), MACD(1.7261) > 0, VIX(22.55) <= 30.0",285.82704556632063,1.7260680168345175,288.65,2.1432905353848364,22.55,2.0,100.0,0.025,30.0,MARKET,1724,21.67165,37361.9246,0.0,0.0,160057.4599725,160020.1353725,160057.4599725,122695.5353725,CASH: 100.0%,"CASH: 76.7%, TQQQ: 23.3%",60.0201353725
46,2022-12-14 22:00:00,2980,Liquidating TQQQ position (state change),TQQQ,SELL,"Price(276.89) <= EMA(285.29), MACD(0.8740) > 0, VIX(22.83) <= 30.0",285.2938783485226,0.8739771228997029,276.89,1.8175931136905548,22.83,2.0,100.0,0.025,30.0,MARKET,1724,21.7782,37545.6168,0.0,0.0,160278.7353725,160241.1521725,122695.5353725,160241.1521725,"CASH: 76.6%, TQQQ: 23.4%",CASH: 100.0%,60.2411521725

Summary Statistics:
Initial Capital,$100,000.00
Final Value,$160,241.15
Total Return,60.24%
Annualized Return,17.07%
Sharpe Ratio,3.44
Max Drawdown,-6.54%
Total Trades,23
Win Rate,0.00%
