Trade_ID,Date,Bar_Number,Strategy_State,Ticker,Decision,Decision_Reason,Indicator_SMA_fast,Indicator_SMA_slow,Indicator_T_norm,Indicator_z_score,Threshold_leverage_scalar,Threshold_lower_thresh_z,Threshold_upper_thresh_z,Order_Type,Shares,Fill_Price,Position_Value,Slippage,Commission,Portfolio_Value_Before,Portfolio_Value_After,Cash_Before,Cash_After,Allocation_Before,Allocation_After,Cumulative_Return_Pct
139,2014-01-30 06:00:00-08:00,6071,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=-0.698, SMA_fast=86.68 vs SMA_slow=81.20, z_score=1.365, vol_crush=False",86.68475000000001,81.1995,-0.698436231815718,1.3647032587749361,1.0,0.2,1.0,MARKET,242,86.4135,20912.067,0.0,2.42,26145.199966169,26121.846966169,5212.199966169,26121.846966169,"CASH: 19.9%, QQQ: 80.1%",CASH: 100.0%,161.21846966169
140,2014-01-30 06:00:00-08:00,6071,v3.5b Cell 4: Sideways/High,TMV,BUY,"Kalman T_norm=-0.698, SMA_fast=86.68 vs SMA_slow=81.20, z_score=1.365, vol_crush=False",86.68475000000001,81.1995,-0.698436231815718,1.3647032587749361,1.0,0.2,1.0,MARKET,68,153.428275,10433.1227,0.0,0.68,26121.846966169,26110.744266169,26121.846966169,15688.044266169,CASH: 100.0%,"CASH: 60.1%, TMV: 39.9%",161.10744266169
141,2014-02-04 06:00:00-08:00,6085,v3.5b Cell 4: Sideways/High,TMV,SELL,"Kalman T_norm=-0.995, SMA_fast=86.66 vs SMA_slow=81.41, z_score=1.960, vol_crush=False",86.6645,81.40899999999999,-0.995109879657971,1.9596960831875334,1.0,0.2,1.0,MARKET,68,148.9509,10128.6612,0.0,0.68,25826.844266169,25816.025466169,15688.044266169,25816.025466169,"CASH: 60.7%, TMV: 39.3%",CASH: 100.0%,158.16025466169
142,2014-02-04 06:00:00-08:00,6085,v3.5b Cell 4: Sideways/High,TMF,BUY,"Kalman T_norm=-0.995, SMA_fast=86.66 vs SMA_slow=81.41, z_score=1.960, vol_crush=False",86.6645,81.40899999999999,-0.995109879657971,1.9596960831875334,1.0,0.2,1.0,MARKET,78,131.28115,10239.9297,0.0,0.78,25816.025466169,25805.015766169,25816.025466169,15575.315766169,CASH: 100.0%,"CASH: 60.4%, TMF: 39.6%",158.05015766169
143,2014-02-18 06:00:00-08:00,6130,v3.5b Cell 2: BullStrong/High,TMF,SELL,"Kalman T_norm=0.176, SMA_fast=87.23 vs SMA_slow=82.25, z_score=1.822, vol_crush=False",87.234,82.25442857142858,0.17569568857831633,1.8222214415374092,1.0,0.2,1.0,MARKET,78,124.800075,9734.40585,0.0,0.78,25319.465766169,25308.941616169,15575.315766169,25308.941616169,"CASH: 61.5%, TMF: 38.5%",CASH: 100.0%,153.08941616169
144,2014-02-18 06:00:00-08:00,6130,v3.5b Cell 2: BullStrong/High,QQQ,BUY,"Kalman T_norm=0.176, SMA_fast=87.23 vs SMA_slow=82.25, z_score=1.822, vol_crush=False",87.234,82.25442857142858,0.17569568857831633,1.8222214415374092,1.0,0.2,1.0,MARKET,280,90.34025,25295.27,0.0,2.8,25308.941616169,25280.871616169,25308.941616169,10.871616169,CASH: 100.0%,QQQ: 100.0%,152.80871616169
145,2014-02-28 06:00:00-08:00,6174,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.320, SMA_fast=87.82 vs SMA_slow=83.04, z_score=0.731, vol_crush=True",87.82075,83.0375,0.3202951478520737,0.7308152787409286,1.0,0.2,1.0,MARKET,168,90.24966,15161.94288,0.0,1.68,25306.071616169,25289.214496169,10.871616169,15171.134496169,QQQ: 100.0%,"CASH: 60.0%, QQQ: 40.0%",152.89214496169
146,2014-02-28 06:00:00-08:00,6174,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.320, SMA_fast=87.82 vs SMA_slow=83.04, z_score=0.731, vol_crush=True",87.82075,83.0375,0.3202951478520737,0.7308152787409286,1.0,0.2,1.0,MARKET,10771,1.398480083,15063.028973993,0.0,107.71,25289.214496169,25166.456515176,15171.134496169,0.395522176,"CASH: 60.0%, QQQ: 40.0%","QQQ: 40.2%, TQQQ: 59.8%",151.66456515176
147,2014-03-13 05:00:00-07:00,6220,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=-0.027, SMA_fast=88.60 vs SMA_slow=83.96, z_score=-1.056, vol_crush=False",88.59774999999999,83.96039285714285,-0.026989912342006143,-1.055560029528728,1.0,0.2,1.0,MARKET,7140,1.347193458,9618.96129012,0.0,71.4,24524.901404176,24443.872814296,0.395522176,9547.956812296,"QQQ: 40.8%, TQQQ: 59.2%","CASH: 39.1%, QQQ: 40.9%, TQQQ: 20.0%",144.43872814296
148,2014-03-13 05:00:00-07:00,6220,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.027, SMA_fast=88.60 vs SMA_slow=83.96, z_score=-1.056, vol_crush=False",88.59774999999999,83.96039285714285,-0.026989912342006143,-1.055560029528728,1.0,0.2,1.0,MARKET,106,89.36928,9473.14368,0.0,1.06,24443.872814296,24433.349134296,9547.956812296,73.753132296,"CASH: 39.1%, QQQ: 40.9%, TQQQ: 20.0%","QQQ: 79.7%, TQQQ: 20.0%",144.33349134296
149,2014-04-04 05:00:00-07:00,6304,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=-0.776, SMA_fast=89.38 vs SMA_slow=85.31, z_score=1.451, vol_crush=False",89.376475,85.31288571428571,-0.7764317649739274,1.450970442379658,1.0,0.2,1.0,MARKET,3631,1.221485292,4435.213095252,0.0,36.31,23342.065880296,23301.316227548,73.753132296,4472.656227548,"QQQ: 80.7%, TQQQ: 19.0%","CASH: 19.2%, QQQ: 80.8%",133.01316227548
150,2014-04-04 05:00:00-07:00,6304,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=-0.776, SMA_fast=89.38 vs SMA_slow=85.31, z_score=1.451, vol_crush=False",89.376475,85.31288571428571,-0.7764317649739274,1.450970442379658,1.0,0.2,1.0,MARKET,218,86.28363,18809.83134,0.0,2.18,23301.316227548,23280.307567548,4472.656227548,23280.307567548,"CASH: 19.2%, QQQ: 80.8%",CASH: 100.0%,132.80307567548
151,2014-04-04 05:00:00-07:00,6304,v3.5b Cell 4: Sideways/High,TMF,BUY,"Kalman T_norm=-0.776, SMA_fast=89.38 vs SMA_slow=85.31, z_score=1.451, vol_crush=False",89.376475,85.31288571428571,-0.7764317649739274,1.450970442379658,1.0,0.2,1.0,MARKET,69,133.158025,9187.903725,0.0,0.69,23280.307567548,23270.438842548,23280.307567548,14091.713842548,CASH: 100.0%,"CASH: 60.6%, TMF: 39.4%",132.70438842548
152,2014-05-09 05:00:00-07:00,6428,v3.5b Cell 3: Sideways/Low,TMF,SELL,"Kalman T_norm=-0.068, SMA_fast=87.36 vs SMA_slow=86.60, z_score=1.071, vol_crush=True",87.3557275,86.60370785714285,-0.06792500715231173,1.0706738823288104,1.0,0.2,1.0,MARKET,69,144.10575,9943.29675,0.0,0.69,24044.963842548,24034.320592548,14091.713842548,24034.320592548,"CASH: 58.6%, TMF: 41.4%",CASH: 100.0%,140.34320592548
153,2014-05-09 05:00:00-07:00,6428,v3.5b Cell 3: Sideways/Low,TQQQ,BUY,"Kalman T_norm=-0.068, SMA_fast=87.36 vs SMA_slow=86.60, z_score=1.071, vol_crush=True",87.3557275,86.60370785714285,-0.06792500715231173,1.0706738823288104,1.0,0.2,1.0,MARKET,3883,1.227893667,4767.911108961,0.0,38.83,24034.320592548,23990.727444587,24034.320592548,19227.579483587,CASH: 100.0%,"CASH: 80.1%, TQQQ: 19.9%",139.90727444587
154,2014-05-09 05:00:00-07:00,6428,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.068, SMA_fast=87.36 vs SMA_slow=86.60, z_score=1.071, vol_crush=True",87.3557275,86.60370785714285,-0.06792500715231173,1.0706738823288104,1.0,0.2,1.0,MARKET,220,86.8868,19115.096,0.0,2.2,23990.727444587,23969.431444587,19227.579483587,110.283483587,"CASH: 80.1%, TQQQ: 19.9%","QQQ: 79.7%, TQQQ: 19.9%",139.69431444587
155,2014-05-13 05:00:00-07:00,6436,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.100, SMA_fast=87.32 vs SMA_slow=86.69, z_score=-0.088, vol_crush=True",87.31572750000001,86.68970785714286,0.10045801930960566,-0.08803063719886593,1.0,0.2,1.0,MARKET,108,88.20171,9525.78468,0.0,1.08,24539.918944587,24529.303624587,110.283483587,9634.988163587,"QQQ: 79.2%, TQQQ: 20.4%","CASH: 39.3%, QQQ: 40.3%, TQQQ: 20.4%",145.29303624587
156,2014-05-13 05:00:00-07:00,6436,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.100, SMA_fast=87.32 vs SMA_slow=86.69, z_score=-0.088, vol_crush=True",87.31572750000001,86.68970785714286,0.10045801930960566,-0.08803063719886593,1.0,0.2,1.0,MARKET,7408,1.290456167,9559.699285136,0.0,74.08,24529.303624587,24445.673475451,9634.988163587,1.208878451,"CASH: 39.3%, QQQ: 40.3%, TQQQ: 20.4%","QQQ: 40.5%, TQQQ: 59.5%",144.45673475451
157,2014-08-01 05:00:00-07:00,6727,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=-0.046, SMA_fast=94.53 vs SMA_slow=90.05, z_score=0.106, vol_crush=False",94.52590000000001,90.04886499999999,-0.04609193019785248,0.10598092219493682,1.0,0.2,1.0,MARKET,7704,1.585288125,12213.059715,0.0,77.04,28521.654503451,28432.389218451,1.208878451,12137.228593451,"QQQ: 37.2%, TQQQ: 62.8%","CASH: 42.7%, QQQ: 37.3%, TQQQ: 20.0%",184.32389218451
158,2014-08-01 05:00:00-07:00,6727,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.046, SMA_fast=94.53 vs SMA_slow=90.05, z_score=0.106, vol_crush=False",94.52590000000001,90.04886499999999,-0.04609193019785248,0.10598092219493682,1.0,0.2,1.0,MARKET,128,94.76467,12129.87776,0.0,1.28,28432.389218451,28418.991458451,12137.228593451,6.070833451,"CASH: 42.7%, QQQ: 37.3%, TQQQ: 20.0%","QQQ: 79.9%, TQQQ: 20.0%",184.18991458451
159,2014-08-20 05:00:00-07:00,6793,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.126, SMA_fast=95.68 vs SMA_slow=90.88, z_score=-0.398, vol_crush=False",95.67615,90.88257928571429,0.1262677239827111,-0.39810424076331763,1.0,0.2,1.0,MARKET,117,98.6013,11536.3521,0.0,1.17,30135.723804451,30123.005904451,6.070833451,11541.252933451,"QQQ: 78.6%, TQQQ: 21.4%","CASH: 38.3%, QQQ: 40.3%, TQQQ: 21.4%",201.23005904451
160,2014-08-20 05:00:00-07:00,6793,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.126, SMA_fast=95.68 vs SMA_slow=90.88, z_score=-0.398, vol_crush=False",95.67615,90.88257928571429,0.1262677239827111,-0.39810424076331763,1.0,0.2,1.0,MARKET,6384,1.797628833,11476.062469872,0.0,63.84,30123.005904451,30047.701306579,11541.252933451,1.350463579,"CASH: 38.3%, QQQ: 40.3%, TQQQ: 21.4%","QQQ: 40.4%, TQQQ: 59.6%",200.47701306579
161,2014-09-12 05:00:00-07:00,6876,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=-0.025, SMA_fast=97.60 vs SMA_slow=92.20, z_score=-1.320, vol_crush=False",97.596425,92.20222214285715,-0.024547052426181926,-1.3202812464960443,1.0,0.2,1.0,MARKET,6649,1.833165,12188.714085,0.0,66.49,30534.175463579,30455.484548579,1.350463579,12123.574548579,"QQQ: 40.1%, TQQQ: 59.9%","CASH: 39.8%, QQQ: 40.2%, TQQQ: 20.0%",204.55484548579
162,2014-09-12 05:00:00-07:00,6876,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.025, SMA_fast=97.60 vs SMA_slow=92.20, z_score=-1.320, vol_crush=False",97.596425,92.20222214285715,-0.024547052426181926,-1.3202812464960443,1.0,0.2,1.0,MARKET,121,99.57948,12049.11708,0.0,1.21,30455.484548579,30442.237468579,12123.574548579,73.247468579,"CASH: 39.8%, QQQ: 40.2%, TQQQ: 20.0%","QQQ: 79.7%, TQQQ: 20.0%",204.42237468579
163,2014-10-09 05:00:00-07:00,6974,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=-1.000, SMA_fast=98.87 vs SMA_slow=93.34, z_score=1.065, vol_crush=False",98.87225000000001,93.33600785714286,-1.0,1.065107719992234,1.0,0.2,1.0,MARKET,3322,1.687477833,5605.801361226,0.0,33.22,29318.500242579,29279.668829805,73.247468579,5645.828829805,"QQQ: 80.6%, TQQQ: 19.1%","CASH: 19.3%, QQQ: 80.7%",192.79668829805
164,2014-10-09 05:00:00-07:00,6974,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=-1.000, SMA_fast=98.87 vs SMA_slow=93.34, z_score=1.065, vol_crush=False",98.87225000000001,93.33600785714286,-1.0,1.065107719992234,1.0,0.2,1.0,MARKET,244,96.76314,23610.20616,0.0,2.44,29279.668829805,29253.594989805,5645.828829805,29253.594989805,"CASH: 19.3%, QQQ: 80.7%",CASH: 100.0%,192.53594989805
165,2014-10-09 05:00:00-07:00,6974,v3.5b Cell 4: Sideways/High,TMF,BUY,"Kalman T_norm=-1.000, SMA_fast=98.87 vs SMA_slow=93.34, z_score=1.065, vol_crush=False",98.87225000000001,93.33600785714286,-1.0,1.065107719992234,1.0,0.2,1.0,MARKET,65,179.32915,11656.39475,0.0,0.65,29253.594989805,29241.300239805,29253.594989805,17596.550239805,CASH: 100.0%,"CASH: 60.2%, TMF: 39.8%",192.41300239805
166,2014-10-29 05:00:00-07:00,7046,v3.5b Cell 2: BullStrong/High,TMF,SELL,"Kalman T_norm=0.094, SMA_fast=97.75 vs SMA_slow=94.16, z_score=1.954, vol_crush=False",97.75450000000001,94.16465785714286,0.0939962040491522,1.9535252934004346,1.0,0.2,1.0,MARKET,65,181.0188,11766.222,0.0,0.65,29374.550239805,29362.122239805,17596.550239805,29362.122239805,"CASH: 59.9%, TMF: 40.1%",CASH: 100.0%,193.62122239805
167,2014-10-29 05:00:00-07:00,7046,v3.5b Cell 2: BullStrong/High,QQQ,BUY,"Kalman T_norm=0.094, SMA_fast=97.75 vs SMA_slow=94.16, z_score=1.954, vol_crush=False",97.75450000000001,94.16465785714286,0.0939962040491522,1.9535252934004346,1.0,0.2,1.0,MARKET,293,99.90981,29273.57433,0.0,2.93,29362.122239805,29329.947909805,29362.122239805,85.617909805,CASH: 100.0%,QQQ: 99.7%,193.29947909805
168,2014-11-10 06:00:00-08:00,7085,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.805, SMA_fast=98.12 vs SMA_slow=95.05, z_score=0.462, vol_crush=True",98.11524999999999,95.04794285714287,0.8048242214248702,0.4623119384555091,1.0,0.2,1.0,MARKET,175,101.85804,17825.157,0.0,1.75,29959.897909805,29940.304909805,85.617909805,17909.024909805,QQQ: 99.7%,"CASH: 59.8%, QQQ: 40.2%",199.40304909805
169,2014-11-10 06:00:00-08:00,7085,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.805, SMA_fast=98.12 vs SMA_slow=95.05, z_score=0.462, vol_crush=True",98.11524999999999,95.04794285714287,0.8048242214248702,0.4623119384555091,1.0,0.2,1.0,MARKET,9215,1.933389458,17816.18385547,0.0,92.15,29940.304909805,29830.356524335,17909.024909805,0.691054335,"CASH: 59.8%, QQQ: 40.2%","QQQ: 40.3%, TQQQ: 59.7%",198.30356524335
170,2014-12-12 06:00:00-08:00,7203,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=0.035, SMA_fast=102.04 vs SMA_slow=97.73, z_score=-0.426, vol_crush=False",102.042,97.7324,0.035418076324703354,-0.4263862079148742,1.0,0.2,1.0,MARKET,6158,1.984159854,12218.456380932,0.0,61.58,30418.086444335,30344.275757267,0.691054335,12157.567435267,"QQQ: 39.8%, TQQQ: 60.2%","CASH: 40.1%, QQQ: 39.9%, TQQQ: 20.0%",203.44275757267
171,2014-12-12 06:00:00-08:00,7203,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=0.035, SMA_fast=102.04 vs SMA_slow=97.73, z_score=-0.426, vol_crush=False",102.042,97.7324,0.035418076324703354,-0.4263862079148742,1.0,0.2,1.0,MARKET,118,102.77267,12127.17506,0.0,1.18,30344.275757267,30330.980697267,12157.567435267,29.212375267,"CASH: 40.1%, QQQ: 39.9%, TQQQ: 20.0%","QQQ: 79.9%, TQQQ: 20.0%",203.30980697267
172,2015-01-08 06:00:00-08:00,7279,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=-0.670, SMA_fast=103.67 vs SMA_slow=99.06, z_score=1.239, vol_crush=False",103.66524999999999,99.05932857142858,-0.6695640549749708,1.238634392861585,1.0,0.2,1.0,MARKET,3057,2.025055917,6190.595938269,0.0,30.57,30604.805106267,30568.038313536,29.212375267,6189.238313536,"QQQ: 79.7%, TQQQ: 20.2%","CASH: 20.2%, QQQ: 79.8%",205.68038313536
173,2015-01-08 06:00:00-08:00,7279,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=-0.670, SMA_fast=103.67 vs SMA_slow=99.06, z_score=1.239, vol_crush=False",103.66524999999999,99.05932857142858,-0.6695640549749708,1.238634392861585,1.0,0.2,1.0,MARKET,236,103.1967,24354.4212,0.0,2.36,30568.038313536,30541.299513536,6189.238313536,30541.299513536,"CASH: 20.2%, QQQ: 79.8%",CASH: 100.0%,205.41299513536
174,2015-01-08 06:00:00-08:00,7279,v3.5b Cell 4: Sideways/High,TMF,BUY,"Kalman T_norm=-0.670, SMA_fast=103.67 vs SMA_slow=99.06, z_score=1.239, vol_crush=False",103.66524999999999,99.05932857142858,-0.6695640549749708,1.238634392861585,1.0,0.2,1.0,MARKET,52,234.158925,12176.2641,0.0,0.52,30541.299513536,30528.615413536,30541.299513536,18364.515413536,CASH: 100.0%,"CASH: 60.2%, TMF: 39.8%",205.28615413536
175,2015-01-21 06:00:00-08:00,7318,v3.5b Cell 3: Sideways/Low,TMF,SELL,"Kalman T_norm=-0.772, SMA_fast=103.33 vs SMA_slow=99.51, z_score=0.335, vol_crush=True",103.329,99.51211428571429,-0.771835743283511,0.3351892123967203,1.0,0.2,1.0,MARKET,52,253.746,13194.792,0.0,0.52,31572.515413536,31558.787413536,18364.515413536,31558.787413536,"CASH: 58.2%, TMF: 41.8%",CASH: 100.0%,215.58787413536
176,2015-01-21 06:00:00-08:00,7318,v3.5b Cell 3: Sideways/Low,TQQQ,BUY,"Kalman T_norm=-0.772, SMA_fast=103.33 vs SMA_slow=99.51, z_score=0.335, vol_crush=True",103.329,99.51211428571429,-0.771835743283511,0.3351892123967203,1.0,0.2,1.0,MARKET,3209,1.956433479,6278.195034111,0.0,32.09,31558.787413536,31520.425490425,31558.787413536,25248.502379425,CASH: 100.0%,"CASH: 80.1%, TQQQ: 19.9%",215.20425490425
177,2015-01-21 06:00:00-08:00,7318,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.772, SMA_fast=103.33 vs SMA_slow=99.51, z_score=0.335, vol_crush=True",103.329,99.51211428571429,-0.771835743283511,0.3351892123967203,1.0,0.2,1.0,MARKET,246,102.24214,25151.56644,0.0,2.46,31520.425490425,31492.839050425,25248.502379425,94.475939425,"CASH: 80.1%, TQQQ: 19.9%","QQQ: 79.8%, TQQQ: 19.9%",214.92839050425
178,2015-01-27 06:00:00-08:00,7338,v3.5b Cell 4: Sideways/High,TQQQ,SELL,"Kalman T_norm=-0.347, SMA_fast=103.20 vs SMA_slow=99.75, z_score=1.123, vol_crush=False",103.203,99.75068571428571,-0.3470754912563106,1.1225624381672983,1.0,0.2,1.0,MARKET,3209,1.910170917,6129.738472653,0.0,32.09,31184.590286425,31146.364412078,94.475939425,6192.124412078,"QQQ: 80.0%, TQQQ: 19.7%","CASH: 19.9%, QQQ: 80.1%",211.46364412078
179,2015-01-27 06:00:00-08:00,7338,v3.5b Cell 4: Sideways/High,QQQ,SELL,"Kalman T_norm=-0.347, SMA_fast=103.20 vs SMA_slow=99.75, z_score=1.123, vol_crush=False",103.203,99.75068571428571,-0.3470754912563106,1.1225624381672983,1.0,0.2,1.0,MARKET,246,101.33856,24929.28576,0.0,2.46,31146.364412078,31118.950172078,6192.124412078,31118.950172078,"CASH: 19.9%, QQQ: 80.1%",CASH: 100.0%,211.18950172078
180,2015-01-27 06:00:00-08:00,7338,v3.5b Cell 4: Sideways/High,TMF,BUY,"Kalman T_norm=-0.347, SMA_fast=103.20 vs SMA_slow=99.75, z_score=1.123, vol_crush=False",103.203,99.75068571428571,-0.3470754912563106,1.1225624381672983,1.0,0.2,1.0,MARKET,47,260.71045,12253.39115,0.0,0.47,31118.950172078,31106.239022078,31118.950172078,18865.089022078,CASH: 100.0%,"CASH: 60.6%, TMF: 39.4%",211.06239022078
181,2015-02-11 06:00:00-08:00,7396,v3.5b Cell 2: BullStrong/High,TMF,SELL,"Kalman T_norm=0.077, SMA_fast=102.68 vs SMA_slow=100.31, z_score=0.759, vol_crush=False",102.678,100.307,0.07719927747936356,0.7591724556416695,1.0,0.2,1.0,MARKET,47,234.31545,11012.82615,0.0,0.47,29888.939022078,29877.445172078,18865.089022078,29877.445172078,"CASH: 63.1%, TMF: 36.9%",CASH: 100.0%,198.77445172078
182,2015-02-11 06:00:00-08:00,7396,v3.5b Cell 2: BullStrong/High,QQQ,BUY,"Kalman T_norm=0.077, SMA_fast=102.68 vs SMA_slow=100.31, z_score=0.759, vol_crush=False",102.678,100.307,0.07719927747936356,0.7591724556416695,1.0,0.2,1.0,MARKET,284,104.88478,29787.27752,0.0,2.84,29877.445172078,29844.847652078,29877.445172078,87.327652078,CASH: 100.0%,QQQ: 99.7%,198.44847652078
183,2015-02-26 06:00:00-08:00,7447,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=1.000, SMA_fast=103.74 vs SMA_slow=101.16, z_score=-0.602, vol_crush=True",103.73800000000001,101.15828571428571,1.0,-0.6022724845501222,1.0,0.2,1.0,MARKET,170,108.77112,18491.0904,0.0,1.7,31009.247652078,30989.038052078,87.327652078,18576.718052078,QQQ: 99.7%,"CASH: 59.9%, QQQ: 40.1%",209.89038052078
184,2015-02-26 06:00:00-08:00,7447,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=1.000, SMA_fast=103.74 vs SMA_slow=101.16, z_score=-0.602, vol_crush=True",103.73800000000001,101.15828571428571,1.0,-0.6022724845501222,1.0,0.2,1.0,MARKET,7864,2.352141792,18497.243052288,0.0,78.64,30989.038052078,30891.91928779,18576.718052078,0.83499979,"CASH: 59.9%, QQQ: 40.1%","QQQ: 40.2%, TQQQ: 59.8%",208.9191928779
185,2015-03-12 05:00:00-07:00,7499,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=-0.040, SMA_fast=105.07 vs SMA_slow=101.94, z_score=-0.273, vol_crush=False",105.06649999999999,101.9382142857143,-0.03973778294697536,-0.27282354896224276,1.0,0.2,1.0,MARKET,5174,2.147433417,11110.820499558,0.0,51.74,28966.35571179,28903.493769348,0.83499979,11059.915499348,"QQQ: 41.6%, TQQQ: 58.4%","CASH: 38.3%, QQQ: 41.7%, TQQQ: 20.0%",189.03493769348
186,2015-03-12 05:00:00-07:00,7499,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.040, SMA_fast=105.07 vs SMA_slow=101.94, z_score=-0.273, vol_crush=False",105.06649999999999,101.9382142857143,-0.03973778294697536,-0.27282354896224276,1.0,0.2,1.0,MARKET,104,105.9058,11014.2032,0.0,1.04,28903.493769348,28891.450569348,11059.915499348,44.672299348,"CASH: 38.3%, QQQ: 41.7%, TQQQ: 20.0%","QQQ: 79.8%, TQQQ: 20.0%",188.91450569348
187,2015-04-23 05:00:00-07:00,7649,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.079, SMA_fast=107.14 vs SMA_slow=103.52, z_score=0.231, vol_crush=False",107.14224999999999,103.52050000000001,0.0794825408530384,0.2307390768542424,1.0,0.2,1.0,MARKET,107,108.95094,11657.75058,0.0,1.07,30149.099029348,30136.359609348,44.672299348,11701.352879348,"QQQ: 78.9%, TQQQ: 21.0%","CASH: 38.8%, QQQ: 40.2%, TQQQ: 21.0%",201.36359609348
188,2015-04-23 05:00:00-07:00,7649,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.079, SMA_fast=107.14 vs SMA_slow=103.52, z_score=0.231, vol_crush=False",107.14224999999999,103.52050000000001,0.0794825408530384,0.2307390768542424,1.0,0.2,1.0,MARKET,4947,2.355269917,11651.520279399,0.0,49.47,30136.359609348,30075.249728949,11701.352879348,0.362599949,"CASH: 38.8%, QQQ: 40.2%, TQQQ: 21.0%","QQQ: 40.3%, TQQQ: 59.7%",200.75249728949
189,2015-05-06 05:00:00-07:00,7695,v3.5b Cell 3: Sideways/Low,TQQQ,SELL,"Kalman T_norm=-0.026, SMA_fast=107.31 vs SMA_slow=104.34, z_score=0.273, vol_crush=False",107.31200000000001,104.33957142857143,-0.026438809851131388,0.2732091916548512,1.0,0.2,1.0,MARKET,5035,2.19405375,11047.06063125,0.0,50.35,28617.933849949,28556.525731199,0.362599949,10997.073231199,"QQQ: 41.4%, TQQQ: 58.6%","CASH: 38.5%, QQQ: 41.5%, TQQQ: 20.0%",185.56525731199
190,2015-05-06 05:00:00-07:00,7695,v3.5b Cell 3: Sideways/Low,QQQ,BUY,"Kalman T_norm=-0.026, SMA_fast=107.31 vs SMA_slow=104.34, z_score=0.273, vol_crush=False",107.31200000000001,104.33957142857143,-0.026438809851131388,0.2732091916548512,1.0,0.2,1.0,MARKET,102,106.81671,10895.30442,0.0,1.02,28556.525731199,28544.621311199,10997.073231199,100.748811199,"CASH: 38.5%, QQQ: 41.5%, TQQQ: 20.0%","QQQ: 79.6%, TQQQ: 20.0%",185.44621311199
191,2015-05-19 05:00:00-07:00,7741,v3.5b Cell 1: BullStrong/Low,QQQ,SELL,"Kalman T_norm=0.088, SMA_fast=107.73 vs SMA_slow=105.19, z_score=0.010, vol_crush=False",107.72650000000002,105.19192857142858,0.08800231539020928,0.010357851521965965,1.0,0.2,1.0,MARKET,104,109.83006,11422.32624,0.0,1.04,29750.300027199,29737.826267199,100.748811199,11522.035051199,"QQQ: 78.7%, TQQQ: 20.9%","CASH: 38.7%, QQQ: 40.3%, TQQQ: 21.0%",197.37826267199
192,2015-05-19 05:00:00-07:00,7741,v3.5b Cell 1: BullStrong/Low,TQQQ,BUY,"Kalman T_norm=0.088, SMA_fast=107.73 vs SMA_slow=105.19, z_score=0.010, vol_crush=False",107.72650000000002,105.19192857142858,0.08800231539020928,0.010357851521965965,1.0,0.2,1.0,MARKET,4785,2.397603208,11472.53135028,0.0,47.85,29737.826267199,29678.515196919,11522.035051199,1.653700919,"CASH: 38.7%, QQQ: 40.3%, TQQQ: 21.0%","QQQ: 40.4%, TQQQ: 59.6%",196.78515196919
